stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
BECKER2_EB,376,Becker Drive Stop #2 (formerly Park & Ride),South side of Becker Drive @ NE corner of parking lot 302,38.94557658,-95.26480705,FREE,http://www.ku.edu/,,,,1
BECKER3_EB,377,Becker Drive Stop #3 (formerly Park & Ride),South side of Becker Drive @ NW corner of parking lot 301,38.94628584,-95.26629835,FREE,http://www.ku.edu/,,,,1
BECKER4_EB,378,Becker Drive Stop #4 (formerly Park & Ride),South side of Becker Drive @ NE corner of parking lot 301,38.94704098,-95.26678652,FREE,http://www.ku.edu/,,,,1
BOB_BRISTOL_WB,,Bob Billings & Bristol Terr,North side of Bob Billings @ Bristol Terrace bus shelter (not LTS shelter),38.95717199,-95.26561516,FULL, ,,,,1
BOB_CREST_EB,91,Bob Billings & Crestline,South side of Bob Billings west of Crestline,38.95691609,-95.26757763,FULL, ,,,,
BOB_INV_WB,89,Bob Billings & Inverness,North side of Bob Billings east of Inverness,38.95708769,-95.29810838,FULL, ,,,,
BOB_IOWA_WB,,Bob Billings & Iowa,North side of Iowa approx. 100' west if Iowa,38.95703253,-95.26098715,FULL, ,,,,
BOB_KASOLD_EB,90,Bob Billings & Kasold,South side of Bob Billings west of Kasold @ the bus shelter,38.95690649,-95.27978593,FULL, ,,,,1
BOB_KASOLD_WB1,73,Bob Billings & Kasold,North side of Bob Billings approx. 350' east of Kasold,38.95711909,-95.27784277,FULL, ,,,,
BOB_KASOLD_WB2,,Bob Billings & Kasold (west),North side of Bob Billings approx. 140' west of intersection @ Kasold,38.95710227,-95.27970099,FULL, ,,,,
BOB_MONTEREY_EB,75,Bob Billings & Monterey Way,South side of Bob Billings west of Monterey Way,38.95691582,-95.28851051,FULL, ,,,,
BOB_MONTEREY_WB,74,Bob Billings & Monterey Way,North side of Bob Billings east of Monterey Way,38.95710694,-95.28787343,FULL, ,,,,
BOB_QUAIL_EB,,Bob Billings & Quail Point,South side of Bob Billings across from Stone Meadows Drive,38.95689065,-95.29625484,FULL, ,,,,
BOB_WAGON_WB,,Bob Billings & Wagon Wheel,North side of Bob Billings east of Wagon Wheel Road,38.95708789,-95.29434751,FULL, ,,,,
BOB_WAK_EB,88,Bob Billings & Wakarusa,South side of Bob Billings before entrance to shopping center.,38.95690306,-95.30540143,FULL, ,,,,
BOB_WAK_WB,289,Bob Billings & Wakarusa,North side of Bob Billings east of Wakarusa,38.95710099,-95.30599899,FULL, ,,,,
BOB_WBROOK_EB,,Bob Billings & Westbrooke,South side of Bob Billings west of Westbrooke,38.95691953,-95.27239031,FULL, ,,,,
BOB_WBROOK_WB,288,Bob Billings & Westbrooke,North side of Bob Billings east of Westbrooke,38.95711822,-95.27172827,FULL, ,,,,
BRANDON_WOODS,89,Brandon Woods,South side of Bob Billings west of Inverness @ bus shelter,38.95689982,-95.30254485,FULL, ,,,,1
W_CAMPUS_RD_NB,359,Carruth-O'Leary,East side of West Campus Rd @ Stratford in front of Carruth-O'Leary Hall,38.96127877,-95.25112778,FREE,http://www.ku.edu/,,,,1
CHELSEA_PL_NB,352,Chelsea Place,East side of Chelsea Pl across from shelter,38.95863,-95.26846021,FULL, ,,,,1
CLINT_CREST_EB,340,Clinton Pkwy & Crestline Dr,South side of Clinton Parkway west of Crestline Drive,38.94247953,-95.26548922,FULL,,,,,
CLINT_CROSS_SB,337,Clinton Pkwy & Crossgate,West side of Crossgate approx. halfway between CP & roundabout.,38.94205454,-95.28860564,FULL, ,,,,
CLINT_CROSSGATE,31,Clinton Pkwy & Crossgate,East side of Crossgate south of Clinton Pkwy Frontage Road,38.94285504,-95.28934121,FULL,,,,,
CLINT_HAWHART_WB,,Clinton Pkwy & Hawthorn / Hartford,South side of Clinton Pkwy east of Hartford,38.942813,-95.28356,FULL,,,,,
CLINT_HAWHART_EB,323,Clinton Pkwy & Hawthorn / Hartford,South side of Clinton Pkwy before Hawthorn,38.94279963,-95.28323762,FULL, ,,,,
CLINT_INVERNESS,320,Clinton Pkwy & Inverness,North side of Clinton Parkway east of Inverness,38.94293848,-95.29753804,FULL,,,,,
CLINTON_KASOLD_WB,30,Clinton Pkwy & Kasold,North side of Clinton Pkwy \between bank and brewery,38.94279788,-95.28058555,FULL, ,,,,
CLINT_LAWRAVE_EB,,Clinton Pkwy & Lawrence Ave,South side of Clinton Parkway west of Lawrence Avenue,38.94246284,-95.27047813,FULL,,,,,
CLINT_LAWRAVE_WB,318,Clinton Pkwy & Lawrence Ave,North side of Clinton Parkway east of Lawrence Avenue,38.94284669,-95.26939452,FULL,,,,,
CLINTFRNTG_HAW,,Clinton Pkwy Frontage Rd & Hawthorne,Clinton Parkway Frontage & Hawthorne Road @ Parkway Commons Apts,38.942149,-95.283905,FULL,,,,,
COMP_CTR_EB,388,Computer Center,South side of Sunnyside in cutout in front of Computer Center,38.95520522,-95.24693817,FREE,http://www.ku.edu/,,,,1
DELMONTE_SB_FLEX,,Del Monte,Call 785-312-7054 to schedule ride,38.99671152,-95.26062442,FULL, ,,,,
EAST_HILLS,57,East Hills Business Park,West side of Greenway Drive @ shelter across from Vangent,38.94472984,-95.18171654,FULL, ,,,,1
SIG_NU_NB,356,Emery & Sigma Nu Pl,East side of Emery @ West Hills Apts,38.96474914,-95.25306433,FULL, ,,,,
SIG_NU_SB,309,Emery & Sigma Nu Pl,West side of Emery @ Sigma Nu Place,38.96494101,-95.25315017,FULL, ,,,,
15TH_SPAHR_WB,369,Engineering,North side of 15th in front of Spahr Engineering Library,38.9571515,-95.25382308,FREE,http://www.ku.edu/,,,,1
11TH_ALABAMA_EB,360,Fambrough & Alabama,Memorial Stadium,38.964214,-95.24638116,FREE,http://www.ku.edu/,,,,1
FOLKS_OVER_FLEX,,Folks & Overland,Call 785-312-7054 to schedule ride,38.97555833,-95.29791176,FULL,,,,,
FOLKS_PET_FLEX,,Folks & Peterson,Call 785-312-7054 to schedule ride,38.98616697,-95.29754698,FULL,,,,,
FOLKS_TRL_FLEX,,Folks & Trail,Call 785-312-7054 to schedule ride,38.97730152,-95.29745042,FULL,,,,,
GATEWAY_CT,306,Gateway Ct,South side of Gateway Ct,38.97030888,-95.27704865,FULL, ,,,,
GSP,277,GSP & Corbin,North side of circle drive in front of GSP Residence Hall,38.96492432,-95.24187952,FREE,http://www.ku.edu/,,,,1
IOWA_HARVARD_SB,213,Harvard & Iowa,West side of Iowa @ bus shelter by Capital Federal @ Harvard,38.96468929,-95.26056727,FULL, ,,,,1
WAK_HARV_SB,,Harvard & Wakarusa,West side of Wakarusa north of Harvard,38.96788249,-95.30706232,FULL,,,,,
HASH_NB,381,Hashinger Hall,East side of NEW Engel Rd @ Hashinger Hall north of Irving Hill Rd ,38.953739,-95.259472,FREE,http://www.ku.edu/,,,,1
HASK_LASALLE,101,Haskell & LaSalle,West side of Haskell north of LaSalle,38.95361865,-95.22359286,FULL, ,,,,
HASK_PINECONE,94,Haskell & Pinecone Dr,East side of Haskell @ shelter before Pinecone Dr,38.94728921,-95.22334545,FULL, ,,,,1
HINU_SB,62,Haskell Indian Nations University,West side of Barker between driveways of Cultural Center,38.94023101,-95.23282758,FULL,http://www.haskell.edu/,,,,
HINU_NB,63,HINU,East side of Barker @ shelter,38.94035681,-95.23268899,FULL,http://www.haskell.edu/,,,,1
HOBBY_LOBBY,36,Hobby Lobby,South side of 23rd by Hobby Lobby,38.94258336,-95.25737176,FULL, ,,,,
I70_BIZ,207,I-70 Business Center,In front of DMV (#118),38.99031542,-95.2349841,FULL, ,,,,
IRVING_ENGEL_EB,252,Irving Hill & Engel Road,South side of Irving Hill west of Engel Road,38.95354467,-95.25973974,FREE,http://www.ku.edu/,,,,1
IRVING_ENGEL_WB,374,Irving Hill & Engel Road,North side of Irving Hill Rd east of Engel Rd south of Hashinger,38.95353545,-95.2592335,FREE,http://www.ku.edu/,,,,1
JAYH_BUDIGWESC_EB,456,Jayhawk Blvd @ Budig,South side of Jayhawk Blvd between Budig and Wescoe Halls,38.95810441,-95.2486065,FREE,http://www.ku.edu/,,,,1
FRASER_EB,168,Jayhawk Blvd @ Fraser,South side of Jayhawk Blvd north of Fraser Hall,38.95767058,-95.24388582,FREE,http://www.ku.edu/,,,,1
LIPP_WB,166,Jayhawk Blvd @ Lippincott,North side of Jayhawk Blvd in front of Lippincott Hall,38.95769978,-95.24411112,FREE,http://www.ku.edu/,,,,1
JAYH_STAUFLINT_EB,?,Jayhawk Blvd @ Stauffer-Flint Hall,South side of Jayhawk Blvd east of Wescoe @ KUOW shelter,38.95740812,-95.2462279,FREE,http://www.ku.edu/,,,,1
15TH_TOWERS_EB,370,Jayhawker Towers,South side of 15th east of Jayhawk Towers,38.95697812,-95.25510818,FREE,http://www.ku.edu/,,,,1
KS_GEO_NB,256,Kansas Geological Survey,East side of Constant Ave south of 19th @ driveway to KGS,38.94955251,-95.26216239,FREE,http://www.ku.edu/,,,,
KS_GEO_SB,254,Kansas Geological Survey,West side of Constant Ave south of 19th across from driveway to KGS,38.94964847,-95.26231259,FREE,http://www.ku.edu/,,,,
KANSAS_UNION_NB,171,Kansas Union,East side of Jayhawk Blvd across the street from the Kansas Union,38.959337,-95.242965,FREE,http://www.ku.edu/,,,,1
KANSAS_UNION_SB,173,Kansas Union,West side of Jayhawk Blvd in front of Kansas Union,38.959442,-95.243046,FREE,http://www.ku.edu/,,,,1
KAS_GV_FLEX,,Kasold & Grand Vista,Call 785-312-7054 to schedule ride,38.9932135,-95.27923286,FULL,,,,,
KASOLD_MEADOW,26,Kasold & Meadow Drive,East side of Kasold south of Meadow Drive,38.93165094,-95.27906591,FULL, ,,,,
KAS_TRL_FLEX,,Kasold & Trail,Call 785-312-7054 to schedule ride,38.97457411,-95.28145373,FULL,,,,,
KASOLD_WINTER,390,Kasold & Winterbrook,West side of Kasold @ Winterbrook,38.93233451,-95.27928227,FULL, ,,,,
LAKEVIEW_EB,,Lakeview Road,South side of Lakeview across from 2400 LV before driveway of 2330 Packer,39.00054277,-95.26432003,FULL, ,,,,
LAKEVIEW_WB,,Lakeview Road,"North side of Lakeview east of driveway @ 2400 Lakeview, call 785-312-7054 to schedule ride",39.00069348,-95.26535269,FULL, ,,,,
LAWRENCE_28TH_NB,14,Lawrence Ave & 28th Street,East side of Lawrence Ave south of 28th steet,38.93240142,-95.27114508,FULL, ,,,,
LAWRENCE_30THCT_SB,25,Lawrence Ave & 30th Court,West side of Lawrence Ave.approx. 225' north of 31st,38.92886638,-95.27349001,FULL, ,,,,
LAW_TRL_FLEX,,Lawrence Ave & Trail,Call 785-312-7054 to schedule ride,38.97519133,-95.27201235,FULL,,,,,
LMH_NB,148,Lawrence Memorial Hospital shelter #1,East side of Arkansas before 3rd Street by shelter,38.97871824,-95.24990557,FULL,http://www.lmh.org/,,,,1
LMH_SB,149,Lawrence Memorial Hospital shelter #2,West side of Arkansas across from LMH entrance @ shelter,38.97853428,-95.25002534,FULL,http://www.lmh.org/,,,,1
LAW_PAPER_CO_FLEX,,Lawrence Paper Company,"In the parking lot of 2901 Lakeview Road, call 785-312-7054 to schedule ride",39.00024094,-95.2708654,FULL, ,,,,
LEWIS_NB,380,Lewis Hall,East side of NEW Engel Rd @ north end of Lewis Hall,38.955769,-95.258363,FREE,http://www.ku.edu/,,,,1
LMH_SOUTH,29,LMH South,South side of Clinton Pkwy before Kasold @ shelter,38.94252378,-95.28014235,FULL,http://www.lmh.org/,,,,1
LA_PARKHILL_SB,,Louisiana & Park Hill Terrace,West side of Louisiana @ Park Hill Terrace,38.93599456,-95.2419058,FULL, ,,,,
LA_UTAH_NB,56,Louisiana & Utah,East side of Louisiana south of Utah Street,38.937939,-95.24171,FULL,,,,,
LA_CHECKERS_NB,51,Louisiana @ Checker's,East side of Louisiana Street in front of Checker's grocery store,38.94177861,-95.24174699,FULL, ,,,,
LA_PARKHILL_NB,,Louisiana Street & Parkhill Terrace,East side of Louisiana Street @ Park Hill Terrace,38.93588069,-95.24173791,FULL, ,,,,
LA_MOEA_SB,55,Malls Olde English Apts,East side of Louisiana Street in front of Malls Olde English Apartments,38.93981879,-95.24199754,FULL, ,,,,
MASS_WINONA_NB,64,Mass & Winona,East side of Massachusetts south of Winona,38.94178609,-95.23583391,FULL, ,,,,
MASS_WINONA_SB,65,Mass & Winona,West side of Mass. @ Winona,38.94191336,-95.23598722,FULL, ,,,,
MASS_CJHS_NB,119,Massachusetts & CMS,East side of Massachusetts I/3 block north of CMS ,38.9586466,-95.23582189,FULL,http://www.usd497.org/Schools/JuniorHigh/Central,,,,
MASS_BABCOCK_NB,118,Massachusetts @ Babcock Place,East side of Massachusetts Street in front of Babcock Place,38.95342191,-95.23582216,FULL, ,,,,
SOUTHPARK_SB,121,Massachusetts @ South Park,West side of Mass. south of crosswalk ,38.96202725,-95.23601689,FULL,http://lawrenceks.org/lprd/parks/southpark,,,,
MASS_SOUTH_PARK_NB,122,Massachusetts Street & South park,East side of Massachusetts south of North Park Street,38.96294843,-95.23582605,FULL,http://lawrenceks.org/lprd/parks/southpark,,,,
MCCOLLUM,275,McCollum Hall,South end of parking lot 104 @ Mccollum,38.952235,-95.25949091,FREE,http://www.ku.edu/,,,,1
6TH_WAK_SB,87,McDonald's on Wakarusa,West side of Wakarusa on UT pole before driveway into shopping center,38.97049123,-95.30714589,FULL, ,,,,
LOT_91,175,Memorial Stadium,Southeast corner of parking lot 94 @ Memorial Stadium,38.96034441,-95.24454027,FREE,http://www.ku.edu/,,,,
MONT_GV_FLEX,,Monterey Way & Grand Vista,Call 785-312-7054 to schedule ride,38.99307174,-95.28648555,FULL,,,,,
MONT_PET_FLEX,,Monterey Way & Peterson,Call 785-312-7054 to schedule ride,38.98624202,-95.28855622,FULL,,,,,
MONT_TRL_FLEX,,Monterey Way & Trail,Call 785-312-7054 to schedule ride,38.97680943,-95.28852403,FULL,,,,,
NIOWA_KINGSTON_NB,,N. Iowa & Kingston,Call 785-312-7054 to schedule ride,38.98321854,-95.26038735,FULL, ,,,,
DELMONTE_NB,,N. Iowa & Packer Road,Call 785-312-7054 to schedule ride,38.99701183,-95.26042973,FULL, ,,,,
NIOWA_PETERSON_SB,,N. Iowa & Peterson,Call 785-312-7054 to schedule ride,38.98674268,-95.26061322,FULL, ,,,,
NIOWA_RIVERRIDGE_NB,,N. Iowa & Riverridge,Call 785-312-7054 to schedule ride,38.99277855,-95.26041789,FULL, ,,,,
NIOWA_RIVERRIDGE_SB,,N. Iowa & Riverridge,Call 785-312-7054 to schedule ride,38.99347013,-95.26062339,FULL, ,,,,
OLIVER_SB,379,Naismith Dr @ Oliver Hall,West side of Naismith Dr north of Oliver Hall,38.95157586,-95.25140673,FREE,http://www.ku.edu/,,,,1
SUNNYSIDE_MURPHY_NB,233,Naismith Dr south of Murphy,North side of Naismith Dr south of Murphy Hall,38.95548472,-95.2516374,FREE,http://www.ku.edu/,,,,1
SUNNYSIDE_MURPHY_SB,219,Naismith Dr south of Murphy,South side of Naismith Dr south of Murphy Hall,38.95531785,-95.25162131,FREE,http://www.ku.edu/,,,,1
NAISMITH_MURPHY_NB,238,Naismith Dr west of Murphy,East side of Naismith Dr in front of Murphy Hall,38.95670697,-95.25208801,FREE,http://www.ku.edu/,,,,1
NAISMITH_MURPHY_SB,457,Naismith Dr west of Murphy,West side of Naismith Dr in front of Murphy Hall,38.95661103,-95.25223821,FREE,http://www.ku.edu/,,,,1
NICHOLS_SB,274,Nicholls Hall,West side of Constant Avenue east of Nichols Hall,38.95225878,-95.26280701,FREE, ,,,,1
NIEDER_NB,5,Nieder Rd behind Radio Shack,East side of Nieder road behind Radio Shack,38.92620483,-95.26138295,FULL, ,,,,
N_MICH_ST,293,North Michigan St / Northwind Apts,South side of George Ct in circle inside Northwinds Apartments,38.98364131,-95.24952382,FULL, ,,,,
WDCRK,,North Michigan Street,Wood Creek Townhomes,38.987034,-95.251277,FULL,,,,,
OVER_FSHS_WB,85,Overland Dr. @ FSHS,North side of Overland east of FSHS driveway,38.97398334,-95.30280768,FULL,http://www.usd497.org/Schools/HighSchool/FreeState,,,,
PETER_CREST_WB,,Peterson & Crestline,Call 785-312-7054 to schedule ride,38.98616334,-95.26667884,FULL, ,,,,
PETER_JD_WB,,Peterson & John Doy Court,Call 785-312-7054 to schedule ride,38.98615909,-95.27385193,FULL, ,,,,
PETER_PRINCE,,Peterson & Princeton,Call 785-312-7054 to schedule ride,38.98614466,-95.27630523,FULL, ,,,,
PETERSONACRES,,Peterson Acres,Call 785-312-7054 to schedule ride,38.98619804,-95.2704857,FULL, ,,,,1
PETWORLD_SB,50,Petworld Shelter,West side of Louisiana north of entrance to Malls Shopping Center,38.94163151,-95.24191453,FULL, ,,,,
PIONEERCEM_NB,273,Pioneer Cemetary,East side of Constant Avenue @ Pioneer Cemetary east of Nichols Hall,38.95239227,-95.26264608,FREE,http://www.ku.edu/,,,,1
DEERFIELD,,Princeton & Deerfield School,South side of Princeton before Deerfield entrance @ Arrowhead,38.98361264,-95.27186314,FULL,http://www.usd497.org/Schools/Elementary/Deerfield,,,,
NIOWA_PRINCETON_EB,,Princeton & N. Iowa,Call 785-312-7054 to schedule ride,38.98041044,-95.26023931,FULL, ,,,,
ROB_GYM_EB,387,Robinson Gym,South side of Sunnyside in front of Robinson Center across from Summerfield,38.95519271,-95.25007635,FREE,http://www.ku.edu/,,,,1
ROCKCHALK,,Rock Chalk Park,Rock Chalk Park Recreation Center,38.981174,-95.328391,FULL,http://sportspavilion.lawrenceks.org/,,,,1
PHARM,255,School of Pharmacy,North side of Becker Drive west of Constant Ave,38.94892673,-95.26398629,FREE,http://www.ku.edu/,,,,1
SIMONS_NB,458,Simons Labs,West side of Constant Ave north end of parking lot 215,38.94730382,-95.26126117,FREE,http://www.ku.edu/,,,,
SNOW_HALL_WB,455,Snow Hall westbound,North side of Jayhawk Blvd in front of Snow Hall,38.95857673,-95.24928546,FREE,http://www.ku.edu/,,,,1
LOT_94,177,Spencer Museum of Art,Southeast corner of parking lot 91 near tunnel entrance,38.96232157,-95.24445444,FREE,http://www.ku.edu/,,,,
STRATFORD,,Stratford & West Campus Rd,South side of Stratford @ West Campus Rd,38.96149505,-95.25141433,FREE, ,,,,
SCHWEGLER_WB,226,Tennis Courts,North side of parking lot 90 south of tennis courts,38.95327793,-95.25010318,FREE, ,,,,1
UNIV_DR_EB,291,University & Crestline,South side of University drive west of Crestline,38.9603027,-95.26656121,FULL, ,,,,
UNIV_BOOKSTORE,43,University Bookstore,North side of 23rd in front of University Bookstore parking lot,38.94288164,-95.24874592,FULL, ,,,,
VISITOR_CENTER,196,Visitor's Center,North side of Locust before entrance to Visitor's Center,38.97787659,-95.23357397,FULL,http://lawrenceks.org/lprd/recreationfacilities/depot,,,,
HIGHPTE_NB,,W 7th / Highpointe Apts,In Highpointe Apartments in front of Building H,38.97201467,-95.25931388,FULL, ,,,,
HIGHPTE_SB,342,W 7th / Highpointe Apts,In Highpointe Apartments in front of Building H,38.97205221,-95.25941044,FULL, ,,,,
WAK_BOB_NB,,Wakarusa & Bob Billings NB,East side of Wakarusa south of Bob Billings Pkwy,38.95678352,-95.30688509,FULL,,,,,
WAK_BOB_SB,77,Wakarusa & Bob Billings SB,West side of Wakarusa north of Bob Billings Pkwy,38.95730078,-95.30711845,FULL,,,,,
WAK_CLINTON_SB,,Wakarusa & Clinton Pkwy,West side of Wakarusa north of Clinton Pkwy,38.94291595,-95.30740678,FULL,,,,,
WAK_HARVARD_NB,80,Wakarusa & Harvard,East side of Wakarusa south of Harvard,38.96745245,-95.30687815,FULL,,,,,
WAK_INV_NB,392,Wakarusa & Inverness,East side of Wakarusa south of Inverness Drive,38.96276309,-95.3068598,FULL,,,,,
WAK_LEGENDS_SB,391,Wakarusa & Legends,West side of Wakarusa north of Legends Drive,38.963096,-95.307199,FULL,,,,,
WAK_OVER_SB,86,Wakarusa & Overland Drive,Bus shelter on west side of Wakarusa south of Overland Drive,38.97343391,-95.30732095,FULL,,,,,1
WAK_MARISCO,81,Wakarusa @ Marisco's,East side of Wakarusa @ bus shelter by Marisco's,38.97007237,-95.3068522,FULL,,,,,1
W_31ST_RESERVE,8,West 31st Street @ The Reserve,Bus shelter inside entrance to The Reserve apartment complex,38.9272919,-95.26658803,FULL,,,,,1
25TH_FAIRFIELD,332,25th Terr & Fairfield,West side of Fairfield at 25th Terr,38.939318,-95.199255,FULL,,,,,
PEASLEE,328,Peaslee & Workforce Centers,In parking lot at Peaslee Center,38.93155,-95.220695,FULL,,,,,
19TH_HASK_NB,95,19th & Haskell NB,East side of 19th south of 19th,38.949005,-95.223388,FULL,,,,,
19TH_HASK_SB,,19th & Haskell SB,,38.950025,-95.223561,FULL,,,,,
23RD_HASK_SB,,23rd & Haskell SB,,38.943352,-95.223479,FULL,,,,,
